"table","column","property","type","nullable","status","table_purpose","assessment","schema","introduced_in","read_evidence","write_evidence","review_evidence","database_dependencies"
"comment_attachments","uploaded_by","uploadedBy","text","false","REDUNDANT_CANDIDATE","Immutable comment paper, downloads, filing markers and conversion evidence.","Written only as the parent comment author; no application reader. Parent comment is mandatory and author is immutable. Validate historical equality before removing duplicate attribution.","packages/db/src/schema/comment-attachments.ts:31","0068_glorious_mockingbird","","","apps/api/src/modules/comments/post.ts:98; apps/api/src/modules/comments/post.ts:111; packages/db/src/schema/comments.ts:67","foreign_key:comment_attachments_uploaded_by_users_id_fk"
"comment_attachments","filed_document_id","filedDocumentId","text","true","ACTIVE","Immutable comment paper, downloads, filing markers and conversion evidence.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/comment-attachments.ts:35","0068_glorious_mockingbird","apps/api/src/lib/conversion-source-privacy.ts:35; apps/api/src/modules/comments/routes.ts:465; apps/api/src/modules/comments/routes.ts:473; apps/api/src/modules/comments/routes.ts:1153; apps/api/src/modules/comments/routes.ts:1305","apps/api/src/modules/comments/routes.ts:1536","apps/api/src/lib/conversion-source-privacy.ts:35; apps/api/src/modules/comments/routes.ts:465; apps/api/src/modules/comments/routes.ts:473; apps/api/src/modules/comments/routes.ts:1153","foreign_key:comment_attachments_filed_version_fk; check:comment_attachments_filed_pair_check"
"comment_attachments","filed_version_id","filedVersionId","text","true","ACTIVE","Immutable comment paper, downloads, filing markers and conversion evidence.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/comment-attachments.ts:37","0068_glorious_mockingbird","apps/api/src/modules/comments/routes.ts:467; apps/api/src/modules/comments/routes.ts:478; apps/api/src/modules/comments/routes.ts:1154; apps/api/src/modules/comments/routes.ts:1306; apps/api/src/lib/conversion-draft.ts:200","apps/api/src/modules/comments/routes.ts:1536","apps/api/src/modules/comments/routes.ts:467; apps/api/src/modules/comments/routes.ts:478; apps/api/src/modules/comments/routes.ts:1154; apps/api/src/modules/comments/routes.ts:1306","foreign_key:comment_attachments_filed_version_fk; check:comment_attachments_filed_pair_check"
"comment_attachments","created_at","createdAt","timestamp with time zone","false","ACTIVE","Immutable comment paper, downloads, filing markers and conversion evidence.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/comment-attachments.ts:38","0068_glorious_mockingbird","apps/api/src/lib/conversion-draft.ts:191; apps/api/src/modules/comments/routes.ts:483","","apps/api/src/lib/conversion-draft.ts:191; apps/api/src/modules/comments/routes.ts:483","index:comment_attachments_comment_idx"
"comment_last_read","user_id","userId","text","false","ACTIVE","Per-user unread watermarks for visible record threads.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/comments.ts:224","0026_comment_last_read","apps/api/src/modules/comments/routes.ts:688; apps/api/src/modules/comments/routes.ts:774; apps/api/src/modules/requests/move-thread.ts:118; apps/api/src/modules/requests/move-thread.ts:139","apps/api/src/modules/comments/routes.ts:769","apps/api/src/modules/comments/routes.ts:688; apps/api/src/modules/comments/routes.ts:774; apps/api/src/modules/requests/move-thread.ts:118; apps/api/src/modules/requests/move-thread.ts:139","foreign_key:comment_last_read_user_id_users_id_fk; primary_key:comment_last_read_pkey"
"comment_last_read","entity_type","entityType","text","false","ACTIVE","Per-user unread watermarks for visible record threads.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/comments.ts:227","0026_comment_last_read","apps/api/src/modules/comments/routes.ts:689; apps/api/src/modules/comments/routes.ts:774; apps/api/src/modules/comments/audience.ts:634; apps/api/src/modules/requests/move-thread.ts:114; apps/api/src/modules/requests/move-thread.ts:139","apps/api/src/modules/comments/routes.ts:770","apps/api/src/modules/comments/routes.ts:689; apps/api/src/modules/comments/routes.ts:774; apps/api/src/modules/comments/audience.ts:634; apps/api/src/modules/requests/move-thread.ts:114","primary_key:comment_last_read_pkey; check:comment_last_read_entity_type_check"
"comment_last_read","entity_id","entityId","text","false","ACTIVE","Per-user unread watermarks for visible record threads.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/comments.ts:229","0026_comment_last_read","apps/api/src/modules/comments/routes.ts:690; apps/api/src/modules/comments/routes.ts:774; apps/api/src/modules/comments/audience.ts:634; apps/api/src/modules/requests/move-thread.ts:115; apps/api/src/modules/requests/move-thread.ts:139","apps/api/src/modules/comments/routes.ts:771","apps/api/src/modules/comments/routes.ts:690; apps/api/src/modules/comments/routes.ts:774; apps/api/src/modules/comments/audience.ts:634; apps/api/src/modules/requests/move-thread.ts:115","primary_key:comment_last_read_pkey"
"comment_last_read","read_at","readAt","timestamp with time zone","false","ACTIVE","Per-user unread watermarks for visible record threads.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/comments.ts:231","0026_comment_last_read","apps/api/src/modules/comments/routes.ts:684; apps/api/src/modules/comments/routes.ts:778; apps/api/src/modules/requests/move-thread.ts:118","","apps/api/src/modules/comments/routes.ts:684; apps/api/src/modules/comments/routes.ts:778; apps/api/src/modules/requests/move-thread.ts:118",""
"comment_mentions","comment_id","commentId","text","false","ACTIVE","Mention recipients for validation and notification fan-out.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/comments.ts:142","0024_comment_mentions","apps/api/src/modules/comments/routes.ts:429; apps/api/src/modules/comments/routes.ts:435; apps/api/src/modules/comments/routes.ts:1807; apps/api/src/lib/notifications/notifier.ts:1486","","apps/api/src/modules/comments/routes.ts:429; apps/api/src/modules/comments/routes.ts:435; apps/api/src/modules/comments/routes.ts:1807; apps/api/src/lib/notifications/notifier.ts:1486","foreign_key:comment_mentions_comment_id_comments_id_fk; primary_key:comment_mentions_pkey"
"comment_mentions","user_id","userId","text","false","ACTIVE","Mention recipients for validation and notification fan-out.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/comments.ts:145","0024_comment_mentions","apps/api/src/modules/comments/routes.ts:434; apps/api/src/lib/notifications/notifier.ts:1484","","apps/api/src/modules/comments/routes.ts:434; apps/api/src/lib/notifications/notifier.ts:1484","foreign_key:comment_mentions_user_id_users_id_fk; primary_key:comment_mentions_pkey"
"comment_revisions","id","id","text","false","RETAIN_HISTORY","Prior comment bodies retained through edits/soft deletes and purged on redaction.","CMT-006 explicitly retains prior bodies through edits/soft deletes, with identity and replacement time; redaction purges them. No runtime history-read endpoint exists.","packages/db/src/schema/comments.ts:177","0025_comment_revisions","","","apps/api/src/modules/comments/routes.ts:1698; apps/api/src/modules/comments/routes.ts:1747; apps/api/src/modules/comments/routes.ts:1806; docs/decision-records/DECISIONS-COMMENTS.md:92","foreign_key:comment_revisions_comment_id_comments_id_fk; primary_key:comment_revisions_pkey"
"comment_revisions","comment_id","commentId","text","false","RETAIN_HISTORY","Prior comment bodies retained through edits/soft deletes and purged on redaction.","CMT-006 explicitly retains prior bodies through edits/soft deletes, with identity and replacement time; redaction purges them. No runtime history-read endpoint exists.","packages/db/src/schema/comments.ts:178","0025_comment_revisions","apps/api/src/modules/comments/routes.ts:1806","apps/api/src/modules/comments/routes.ts:1698; apps/api/src/modules/comments/routes.ts:1747","apps/api/src/modules/comments/routes.ts:1698; apps/api/src/modules/comments/routes.ts:1747; apps/api/src/modules/comments/routes.ts:1806; docs/decision-records/DECISIONS-COMMENTS.md:92","index:comment_revisions_comment_idx; foreign_key:comment_revisions_comment_id_comments_id_fk"
"comment_revisions","body","body","text","false","RETAIN_HISTORY","Prior comment bodies retained through edits/soft deletes and purged on redaction.","CMT-006 explicitly retains prior bodies through edits/soft deletes, with identity and replacement time; redaction purges them. No runtime history-read endpoint exists.","packages/db/src/schema/comments.ts:182","0025_comment_revisions","","apps/api/src/modules/comments/routes.ts:1698; apps/api/src/modules/comments/routes.ts:1747","apps/api/src/modules/comments/routes.ts:1698; apps/api/src/modules/comments/routes.ts:1747; apps/api/src/modules/comments/routes.ts:1806; docs/decision-records/DECISIONS-COMMENTS.md:92",""
"comment_revisions","replaced_at","replacedAt","timestamp with time zone","false","RETAIN_HISTORY","Prior comment bodies retained through edits/soft deletes and purged on redaction.","CMT-006 explicitly retains prior bodies through edits/soft deletes, with identity and replacement time; redaction purges them. No runtime history-read endpoint exists.","packages/db/src/schema/comments.ts:184","0025_comment_revisions","","","apps/api/src/modules/comments/routes.ts:1698; apps/api/src/modules/comments/routes.ts:1747; apps/api/src/modules/comments/routes.ts:1806; docs/decision-records/DECISIONS-COMMENTS.md:92","index:comment_revisions_comment_idx"
"comments","id","id","text","false","ACTIVE","Audience-filtered record/task/document threads and edits/deletions.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/comments.ts:61","0023_comments","apps/api/src/lib/conversion-draft.ts:128; apps/api/src/lib/conversion-draft.ts:145; apps/api/src/pipeline/conversion-analysis.ts:117; apps/api/src/pipeline/conversion-analysis.ts:124; apps/api/src/modules/comments/routes.ts:372","apps/api/src/modules/comments/post.ts:97","apps/api/src/lib/conversion-draft.ts:128; apps/api/src/lib/conversion-draft.ts:145; apps/api/src/pipeline/conversion-analysis.ts:117; apps/api/src/pipeline/conversion-analysis.ts:124","index:comments_entity_idx; foreign_key:comments_author_id_users_id_fk; primary_key:comments_pkey"
"comments","entity_type","entityType","text","false","ACTIVE","Audience-filtered record/task/document threads and edits/deletions.","Current runtime query, row projection, filtering, authorization or processing reads this field; see evidence and table purpose.","packages/db/src/schema/comments.ts:62","0023_comments","apps/api/src/lib/conversion-draft.ts:140; apps/api/src/pipeline/conversion-analysis.ts:119; apps/api/src/pipeline/conversion-analysis.ts:125; apps/api/src/modules/comments/routes.ts:391; apps/api/src/modules/comments/routes.ts:573","apps/api/src/modules/comments/post.ts:98; apps/api/src/modules/requests/move-thread.ts:101","apps/api/src/lib/conversion-draft.ts:140; apps/api/src/pipeline/conversion-analysis.ts:119; apps/api/src/pipeline/conversion-analysis.ts:125; apps/api/src/modules/comments/routes.ts:391","index:comments_entity_idx; check:comments_entity_type_check"
